trafficindexdate,minimum_traffic_index,maximum_traffic_index,average_traffic_index
2021-04-19 00:00:00 +0000 +0000,2,74,29.9513888888888889
2021-04-20 00:00:00 +0000 +0000,1,60,25.0156250000000000
2021-04-21 00:00:00 +0000 +0000,1,62,28.2023346303501946
2021-04-22 00:00:00 +0000 +0000,2,80,34.1045296167247387
2021-04-23 00:00:00 +0000 +0000,1,11,6.0295566502463054
2021-04-24 00:00:00 +0000 +0000,1,13,5.7916666666666667
2021-04-25 00:00:00 +0000 +0000,1,15,5.1493055555555556
2021-04-26 00:00:00 +0000 +0000,1,72,28.9861111111111111
2021-04-27 00:00:00 +0000 +0000,1,74,33.1423611111111111
2021-04-28 00:00:00 +0000 +0000,1,81,37.7979094076655052
2021-04-29 00:00:00 +0000 +0000,1,71,33.9577464788732394
2021-04-30 00:00:00 +0000 +0000,1,26,12.3623693379790941
2021-05-01 00:00:00 +0000 +0000,1,13,5.1006944444444444
2021-05-02 00:00:00 +0000 +0000,1,9,3.4409722222222222
2021-05-03 00:00:00 +0000 +0000,1,24,11.6215277777777778
2021-05-04 00:00:00 +0000 +0000,1,24,12.4131944444444444
2021-05-05 00:00:00 +0000 +0000,1,26,11.8362369337979094
2021-05-06 00:00:00 +0000 +0000,1,33,12.5574912891986063
2021-05-07 00:00:00 +0000 +0000,1,26,12.0451388888888889
2021-05-08 00:00:00 +0000 +0000,1,18,7.4513888888888889
2021-05-09 00:00:00 +0000 +0000,1,8,2.7824561403508772
2021-05-10 00:00:00 +0000 +0000,1,24,10.2982456140350877
2021-05-11 00:00:00 +0000 +0000,1,22,10.1149825783972125
2021-05-12 00:00:00 +0000 +0000,1,15,4.7177700348432056
2021-05-13 00:00:00 +0000 +0000,1,4,1.0839160839160839
2021-05-14 00:00:00 +0000 +0000,1,20,2.9126984126984127
2021-05-15 00:00:00 +0000 +0000,1,11,1.8986013986013986
2021-05-16 00:00:00 +0000 +0000,1,11,2.2428571428571429
2021-05-17 00:00:00 +0000 +0000,1,65,26.8289962825278810
2021-05-18 00:00:00 +0000 +0000,2,83,37.6773049645390071
2021-05-19 00:00:00 +0000 +0000,1,60,25.7569444444444444
2021-05-20 00:00:00 +0000 +0000,1,65,39.1360000000000000
2021-05-21 00:00:00 +0000 +0000,2,76,41.4599303135888502
2021-05-22 00:00:00 +0000 +0000,1,13,6.8257839721254355
2021-05-23 00:00:00 +0000 +0000,1,6,1.9791666666666667
2021-05-24 00:00:00 +0000 +0000,1,71,36.2293233082706767
2021-05-25 00:00:00 +0000 +0000,1,67,34.6250000000000000
2021-05-26 00:00:00 +0000 +0000,4,67,34.5173611111111111
2021-05-27 00:00:00 +0000 +0000,4,71,34.3298611111111111
2021-05-28 00:00:00 +0000 +0000,1,71,35.7386759581881533
2021-05-29 00:00:00 +0000 +0000,1,20,8.6006944444444444
2021-05-30 00:00:00 +0000 +0000,1,6,2.4618055555555556
2021-05-31 00:00:00 +0000 +0000,1,71,34.4193548387096774
2021-06-01 00:00:00 +0000 +0000,2,62,35.4076655052264808
2021-06-02 00:00:00 +0000 +0000,2,60,30.4280000000000000
2021-06-03 00:00:00 +0000 +0000,4,67,33.0555555555555556
2021-06-04 00:00:00 +0000 +0000,1,69,33.4107883817427386
2021-06-05 00:00:00 +0000 +0000,1,74,36.3568464730290456
2021-06-06 00:00:00 +0000 +0000,1,45,3.4568965517241379
2021-06-07 00:00:00 +0000 +0000,1,62,32.5708502024291498
2021-06-08 00:00:00 +0000 +0000,2,67,32.8888888888888889
2021-06-09 00:00:00 +0000 +0000,2,62,32.9032258064516129
2021-06-10 00:00:00 +0000 +0000,1,65,35.3188976377952756
2021-06-11 00:00:00 +0000 +0000,2,65,34.9887640449438202
2021-06-12 00:00:00 +0000 +0000,1,76,37.5454545454545455
2021-06-13 00:00:00 +0000 +0000,1,15,3.8819444444444444
2021-06-14 00:00:00 +0000 +0000,1,63,36.7570850202429150
2021-06-15 00:00:00 +0000 +0000,4,65,43.1788990825688073
2021-06-16 00:00:00 +0000 +0000,2,63,36.4320557491289199
2021-06-17 00:00:00 +0000 +0000,1,60,31.6284722222222222
2021-06-18 00:00:00 +0000 +0000,1,78,36.3541666666666667
2021-06-19 00:00:00 +0000 +0000,1,74,39.2996389891696751
2021-06-20 00:00:00 +0000 +0000,1,17,2.6341463414634146
2021-06-21 00:00:00 +0000 +0000,1,62,31.6597222222222222
2021-06-22 00:00:00 +0000 +0000,1,71,32.9823943661971831
2021-06-23 00:00:00 +0000 +0000,1,67,32.8506944444444444
2021-06-24 00:00:00 +0000 +0000,1,63,32.4055944055944056
2021-06-25 00:00:00 +0000 +0000,1,63,32.7743055555555556
2021-06-26 00:00:00 +0000 +0000,1,67,33.8885017421602787
2021-06-27 00:00:00 +0000 +0000,1,15,3.7743055555555556
2021-06-28 00:00:00 +0000 +0000,1,63,33.1562500000000000
2021-06-29 00:00:00 +0000 +0000,1,65,33.5082644628099174
2021-06-30 00:00:00 +0000 +0000,4,67,35.4020979020979021
2021-07-01 00:00:00 +0000 +0000,1,69,36.5381944444444444
2021-07-02 00:00:00 +0000 +0000,1,65,35.4111498257839721
2021-07-03 00:00:00 +0000 +0000,1,60,31.6421052631578947
2021-07-04 00:00:00 +0000 +0000,1,44,20.2907801418439716
2021-07-05 00:00:00 +0000 +0000,1,63,31.5888501742160279
2021-07-06 00:00:00 +0000 +0000,1,69,37.3052631578947368
2021-07-07 00:00:00 +0000 +0000,1,63,30.0842105263157895
2021-07-08 00:00:00 +0000 +0000,1,67,33.0457746478873239
2021-07-09 00:00:00 +0000 +0000,1,67,33.0526315789473684
2021-07-10 00:00:00 +0000 +0000,1,56,30.9059233449477352
2021-07-11 00:00:00 +0000 +0000,1,36,19.5508771929824561
2021-07-12 00:00:00 +0000 +0000,1,62,29.4947735191637631
2021-07-13 00:00:00 +0000 +0000,1,62,31.1423611111111111
2021-07-14 00:00:00 +0000 +0000,2,65,34.5034722222222222
2021-07-15 00:00:00 +0000 +0000,1,35,20.4330985915492958
2021-07-16 00:00:00 +0000 +0000,2,47,25.0277777777777778
2021-07-17 00:00:00 +0000 +0000,4,35,20.9685314685314685
2021-07-18 00:00:00 +0000 +0000,1,22,7.9961977186311787
2021-07-19 00:00:00 +0000 +0000,1,62,8.5524193548387097
2021-07-20 00:00:00 +0000 +0000,1,31,10.4904214559386973
2021-07-21 00:00:00 +0000 +0000,1,67,13.8288973384030418
2021-07-22 00:00:00 +0000 +0000,1,27,12.4340277777777778
2021-07-23 00:00:00 +0000 +0000,1,26,11.4409722222222222
2021-07-24 00:00:00 +0000 +0000,1,26,11.7465277777777778
2021-07-25 00:00:00 +0000 +0000,1,20,9.4250871080139373
2021-07-26 00:00:00 +0000 +0000,1,53,21.3170731707317073
2021-07-27 00:00:00 +0000 +0000,2,60,31.7129629629629630
2021-07-28 00:00:00 +0000 +0000,1,62,27.9409722222222222
2021-07-29 00:00:00 +0000 +0000,1,63,29.3554006968641115
2021-07-30 00:00:00 +0000 +0000,1,65,30.6493055555555556
2021-07-31 00:00:00 +0000 +0000,2,51,26.9184397163120567
2021-08-01 00:00:00 +0000 +0000,1,36,18.2926829268292683
2021-08-02 00:00:00 +0000 +0000,1,65,31.6527777777777778
2021-08-03 00:00:00 +0000 +0000,1,69,32.2777777777777778
2021-08-04 00:00:00 +0000 +0000,2,69,32.7187500000000000
2021-08-05 00:00:00 +0000 +0000,2,65,32.8298611111111111
2021-08-06 00:00:00 +0000 +0000,2,69,33.1254355400696864
2021-08-07 00:00:00 +0000 +0000,2,53,27.7770034843205575
2021-08-08 00:00:00 +0000 +0000,1,38,20.3425196850393701
2021-08-09 00:00:00 +0000 +0000,1,63,30.6903914590747331
2021-08-10 00:00:00 +0000 +0000,1,63,31.4781021897810219
2021-08-11 00:00:00 +0000 +0000,2,65,31.1071428571428571
2021-08-12 00:00:00 +0000 +0000,1,67,31.8741007194244604
2021-08-13 00:00:00 +0000 +0000,1,67,32.5253623188405797
2021-08-14 00:00:00 +0000 +0000,1,51,28.4912891986062718
2021-08-15 00:00:00 +0000 +0000,1,40,17.3584229390681004
2021-08-16 00:00:00 +0000 +0000,1,62,29.6515679442508711
2021-08-17 00:00:00 +0000 +0000,1,65,30.9930069930069930
2021-08-18 00:00:00 +0000 +0000,2,67,31.3356643356643357
2021-08-19 00:00:00 +0000 +0000,1,69,32.9337979094076655
2021-08-20 00:00:00 +0000 +0000,1,67,32.2638888888888889
2021-08-21 00:00:00 +0000 +0000,1,51,27.4736842105263158
2021-08-22 00:00:00 +0000 +0000,1,40,19.2363636363636364
2021-08-23 00:00:00 +0000 +0000,1,62,28.6736111111111111
2021-08-24 00:00:00 +0000 +0000,2,65,31.0729166666666667
2021-08-25 00:00:00 +0000 +0000,1,67,31.3576388888888889
2021-08-26 00:00:00 +0000 +0000,1,69,32.3923611111111111
2021-08-27 00:00:00 +0000 +0000,1,65,32.7604166666666667
2021-08-28 00:00:00 +0000 +0000,2,53,30.6466165413533835
2021-08-29 00:00:00 +0000 +0000,1,38,20.2961672473867596
2021-08-30 00:00:00 +0000 +0000,1,42,22.3715277777777778
2021-08-31 00:00:00 +0000 +0000,1,65,32.6597222222222222
2021-09-01 00:00:00 +0000 +0000,1,69,33.6145833333333333
2021-09-02 00:00:00 +0000 +0000,2,72,40.2734693877551020
2021-09-03 00:00:00 +0000 +0000,2,74,37.9581881533101045
2021-09-04 00:00:00 +0000 +0000,1,60,31.1805555555555556
2021-09-05 00:00:00 +0000 +0000,1,45,22.2430555555555556
2021-09-06 00:00:00 +0000 +0000,1,65,32.8954703832752613
2021-09-07 00:00:00 +0000 +0000,2,69,34.2229965156794425
2021-09-08 00:00:00 +0000 +0000,2,69,35.3937282229965157
2021-09-09 00:00:00 +0000 +0000,1,71,35.2334494773519164
2021-09-10 00:00:00 +0000 +0000,4,65,36.2000000000000000
2021-09-11 00:00:00 +0000 +0000,1,62,32.6953405017921147
2021-09-12 00:00:00 +0000 +0000,1,49,24.1071428571428571
2021-09-13 00:00:00 +0000 +0000,1,65,29.9630996309963100
2021-09-14 00:00:00 +0000 +0000,1,65,33.5426008968609865
2021-09-15 00:00:00 +0000 +0000,1,71,33.6219512195121951
2021-09-16 00:00:00 +0000 +0000,1,72,35.4875000000000000
2021-09-17 00:00:00 +0000 +0000,1,72,36.6135458167330677
2021-09-18 00:00:00 +0000 +0000,1,63,32.1307692307692308
2021-09-19 00:00:00 +0000 +0000,1,49,24.5760000000000000
2021-09-20 00:00:00 +0000 +0000,1,65,32.1274900398406375
2021-09-21 00:00:00 +0000 +0000,1,72,35.1564885496183206
2021-09-22 00:00:00 +0000 +0000,2,72,36.2148148148148148
2021-09-23 00:00:00 +0000 +0000,8,74,38.8229166666666667
2021-09-24 00:00:00 +0000 +0000,1,72,41.5822222222222222
2021-09-25 00:00:00 +0000 +0000,1,65,33.7935943060498221
2021-09-26 00:00:00 +0000 +0000,1,56,26.5069444444444444
2021-09-27 00:00:00 +0000 +0000,1,65,30.4385964912280702
2021-09-28 00:00:00 +0000 +0000,1,74,34.4405594405594406
2021-09-29 00:00:00 +0000 +0000,2,76,36.7921146953405018
2021-09-30 00:00:00 +0000 +0000,8,72,46.2982456140350877
2021-10-01 00:00:00 +0000 +0000,1,80,40.4822695035460993
2021-10-02 00:00:00 +0000 +0000,6,69,44.7326732673267327
2021-10-03 00:00:00 +0000 +0000,1,49,22.8916083916083916
2021-10-04 00:00:00 +0000 +0000,1,69,32.2160278745644599
2021-10-05 00:00:00 +0000 +0000,1,76,35.2986111111111111
2021-10-06 00:00:00 +0000 +0000,2,72,34.8888888888888889
2021-10-07 00:00:00 +0000 +0000,4,71,36.1514084507042254
2021-10-08 00:00:00 +0000 +0000,2,74,35.1888111888111888
2021-10-09 00:00:00 +0000 +0000,2,63,36.7909407665505226
2021-10-10 00:00:00 +0000 +0000,4,47,24.0106007067137809
2021-10-11 00:00:00 +0000 +0000,1,67,30.2258064516129032
2021-10-12 00:00:00 +0000 +0000,1,71,36.9821428571428571
2021-10-13 00:00:00 +0000 +0000,6,69,33.7689530685920578
2021-10-14 00:00:00 +0000 +0000,1,72,34.1684587813620072
2021-10-15 00:00:00 +0000 +0000,2,67,34.2982456140350877
2021-10-16 00:00:00 +0000 +0000,6,58,34.0845070422535211
2021-10-17 00:00:00 +0000 +0000,2,49,23.9049295774647887
2021-10-18 00:00:00 +0000 +0000,1,65,30.5638297872340426
2021-10-19 00:00:00 +0000 +0000,2,69,33.2384341637010676
2021-10-20 00:00:00 +0000 +0000,2,76,35.0000000000000000
2021-10-21 00:00:00 +0000 +0000,4,76,36.5034722222222222
2021-10-22 00:00:00 +0000 +0000,1,74,34.9615384615384615
2021-10-23 00:00:00 +0000 +0000,1,63,36.4672131147540984
2021-10-24 00:00:00 +0000 +0000,1,54,26.6260162601626016
2021-10-25 00:00:00 +0000 +0000,1,69,32.8192307692307692
2021-10-26 00:00:00 +0000 +0000,1,71,35.4666666666666667
2021-10-27 00:00:00 +0000 +0000,1,76,38.5770750988142292
2021-10-28 00:00:00 +0000 +0000,1,76,35.0801393728222997
2021-10-29 00:00:00 +0000 +0000,1,45,22.0486111111111111
2021-10-30 00:00:00 +0000 +0000,1,53,23.3993055555555556
2021-10-31 00:00:00 +0000 +0000,1,49,20.4895104895104895
2021-11-01 00:00:00 +0000 +0000,1,72,35.0034722222222222
2021-11-02 00:00:00 +0000 +0000,1,87,37.0590277777777778
2021-11-03 00:00:00 +0000 +0000,2,71,33.3750000000000000
2021-11-04 00:00:00 +0000 +0000,1,76,35.6153846153846154
2021-11-05 00:00:00 +0000 +0000,1,80,37.6701388888888889
2021-11-06 00:00:00 +0000 +0000,4,72,35.1354166666666667
2021-11-07 00:00:00 +0000 +0000,8,60,28.4062500000000000
2021-11-08 00:00:00 +0000 +0000,1,72,31.2500000000000000
2021-11-09 00:00:00 +0000 +0000,2,74,37.1713286713286713
2021-11-10 00:00:00 +0000 +0000,8,78,38.0349650349650350
2021-11-11 00:00:00 +0000 +0000,2,80,36.2534722222222222
2021-11-12 00:00:00 +0000 +0000,1,76,36.3159722222222222
2021-11-13 00:00:00 +0000 +0000,1,69,33.8402777777777778
2021-11-14 00:00:00 +0000 +0000,1,56,23.4895833333333333
2021-11-15 00:00:00 +0000 +0000,1,74,32.0694444444444444
2021-11-16 00:00:00 +0000 +0000,2,78,36.4444444444444444
2021-11-17 00:00:00 +0000 +0000,1,80,36.2152777777777778
2021-11-18 00:00:00 +0000 +0000,1,78,36.1533101045296167
2021-11-19 00:00:00 +0000 +0000,2,78,38.1770833333333333
2021-11-20 00:00:00 +0000 +0000,1,67,33.5069444444444444
2021-11-21 00:00:00 +0000 +0000,1,58,25.5069444444444444
2021-11-22 00:00:00 +0000 +0000,1,71,31.5173611111111111
2021-11-23 00:00:00 +0000 +0000,2,87,42.1076388888888889
2021-11-24 00:00:00 +0000 +0000,9,71,37.0483870967741935
2021-11-25 00:00:00 +0000 +0000,1,76,33.7979094076655052
2021-11-26 00:00:00 +0000 +0000,2,74,38.3700787401574803
2021-11-27 00:00:00 +0000 +0000,4,56,29.0381944444444444
2021-11-28 00:00:00 +0000 +0000,4,44,20.8263888888888889
2021-11-29 00:00:00 +0000 +0000,1,83,37.6840277777777778
2021-11-30 00:00:00 +0000 +0000,6,63,28.5017421602787456
2021-12-01 00:00:00 +0000 +0000,1,76,33.7587412587412587
2021-12-02 00:00:00 +0000 +0000,1,80,35.2759856630824373
2021-12-03 00:00:00 +0000 +0000,1,81,36.6666666666666667
2021-12-04 00:00:00 +0000 +0000,1,69,33.1770833333333333
2021-12-05 00:00:00 +0000 +0000,1,51,19.4305555555555556
2021-12-06 00:00:00 +0000 +0000,1,74,30.1834532374100719
2021-12-07 00:00:00 +0000 +0000,1,87,36.2077464788732394
2021-12-08 00:00:00 +0000 +0000,1,74,35.5853658536585366
2021-12-09 00:00:00 +0000 +0000,1,78,36.0454545454545455
2021-12-10 00:00:00 +0000 +0000,1,80,37.9475524475524476
2021-12-11 00:00:00 +0000 +0000,1,63,30.8576388888888889
2021-12-12 00:00:00 +0000 +0000,1,62,24.1533101045296167
2021-12-13 00:00:00 +0000 +0000,6,76,36.9024390243902439
2021-12-14 00:00:00 +0000 +0000,1,89,39.4035087719298246
2021-12-15 00:00:00 +0000 +0000,9,83,44.5625000000000000
2021-12-16 00:00:00 +0000 +0000,4,78,42.1899641577060932
2021-12-17 00:00:00 +0000 +0000,1,80,41.1219512195121951
2021-12-18 00:00:00 +0000 +0000,2,67,34.5902777777777778
2021-12-19 00:00:00 +0000 +0000,4,44,19.5486111111111111
2021-12-20 00:00:00 +0000 +0000,1,63,27.6608391608391608
2021-12-21 00:00:00 +0000 +0000,1,80,33.4618055555555556
2021-12-22 00:00:00 +0000 +0000,1,69,32.4201388888888889
2021-12-23 00:00:00 +0000 +0000,4,72,34.5451388888888889
2021-12-24 00:00:00 +0000 +0000,2,71,32.0736842105263158
2021-12-25 00:00:00 +0000 +0000,1,62,32.7379032258064516
2021-12-26 00:00:00 +0000 +0000,1,44,22.7015706806282723
2021-12-27 00:00:00 +0000 +0000,1,69,28.9366197183098592
2021-12-28 00:00:00 +0000 +0000,1,74,31.5211267605633803
2021-12-29 00:00:00 +0000 +0000,1,85,36.4166666666666667
2021-12-30 00:00:00 +0000 +0000,6,69,33.8645833333333333
2021-12-31 00:00:00 +0000 +0000,2,65,28.7916666666666667
2022-01-01 00:00:00 +0000 +0000,1,40,14.1742160278745645
2022-01-02 00:00:00 +0000 +0000,1,31,14.3680555555555556
2022-01-03 00:00:00 +0000 +0000,1,58,22.8541666666666667
2022-01-04 00:00:00 +0000 +0000,2,58,24.7152777777777778
2022-01-05 00:00:00 +0000 +0000,2,60,26.3611111111111111
2022-01-06 00:00:00 +0000 +0000,4,56,26.6250000000000000
2022-01-07 00:00:00 +0000 +0000,2,60,26.1562500000000000
2022-01-08 00:00:00 +0000 +0000,2,47,22.8958333333333333
2022-01-09 00:00:00 +0000 +0000,2,29,13.3506944444444444
2022-01-10 00:00:00 +0000 +0000,1,62,27.0982456140350877
2022-01-11 00:00:00 +0000 +0000,2,71,35.1597222222222222
2022-01-12 00:00:00 +0000 +0000,13,65,36.7395833333333333
2022-01-13 00:00:00 +0000 +0000,6,56,26.9236111111111111
2022-01-14 00:00:00 +0000 +0000,4,63,27.1909722222222222
2022-01-15 00:00:00 +0000 +0000,4,45,23.1631944444444444
2022-01-16 00:00:00 +0000 +0000,6,29,15.3125000000000000
2022-01-17 00:00:00 +0000 +0000,4,58,26.9583333333333333
2022-01-18 00:00:00 +0000 +0000,6,62,30.6215277777777778
2022-01-19 00:00:00 +0000 +0000,6,60,31.2465277777777778
2022-01-20 00:00:00 +0000 +0000,4,65,30.6006944444444444
2022-01-21 00:00:00 +0000 +0000,4,90,39.5173611111111111
2022-01-22 00:00:00 +0000 +0000,11,29,20.1319444444444444
2022-01-23 00:00:00 +0000 +0000,13,60,24.7102803738317757
2022-01-24 00:00:00 +0000 +0000,24,90,44.9111111111111111
2022-01-25 00:00:00 +0000 +0000,20,90,40.0177304964539007
2022-01-26 00:00:00 +0000 +0000,1,36,23.7921568627450980
2022-01-27 00:00:00 +0000 +0000,1,60,27.0000000000000000
2022-01-28 00:00:00 +0000 +0000,6,69,32.7909407665505226
2022-01-29 00:00:00 +0000 +0000,2,58,26.6944444444444444
2022-01-30 00:00:00 +0000 +0000,2,45,20.3728222996515679
2022-01-31 00:00:00 +0000 +0000,4,72,31.6875000000000000
2022-02-01 00:00:00 +0000 +0000,4,80,36.6736111111111111
2022-02-02 00:00:00 +0000 +0000,4,78,40.0833333333333333
2022-02-03 00:00:00 +0000 +0000,9,83,41.6840277777777778
2022-02-04 00:00:00 +0000 +0000,2,69,31.5937500000000000
2022-02-05 00:00:00 +0000 +0000,1,65,29.8993055555555556
2022-02-06 00:00:00 +0000 +0000,1,47,19.6319444444444444
2022-02-07 00:00:00 +0000 +0000,2,62,28.4583333333333333
2022-02-08 00:00:00 +0000 +0000,1,76,42.7526132404181185
2022-02-09 00:00:00 +0000 +0000,1,63,30.2048611111111111
2022-02-10 00:00:00 +0000 +0000,1,63,30.6736111111111111
2022-02-11 00:00:00 +0000 +0000,1,63,30.4652777777777778
2022-02-12 00:00:00 +0000 +0000,1,58,28.6236933797909408
2022-02-13 00:00:00 +0000 +0000,1,38,17.2256944444444444
2022-02-14 00:00:00 +0000 +0000,1,72,30.5312500000000000
2022-02-15 00:00:00 +0000 +0000,1,65,29.7048611111111111
2022-02-16 00:00:00 +0000 +0000,1,63,29.8888888888888889
2022-02-17 00:00:00 +0000 +0000,1,67,30.4479166666666667
2022-02-18 00:00:00 +0000 +0000,2,63,32.3993055555555556
2022-02-19 00:00:00 +0000 +0000,1,62,30.3633093525179856
2022-02-20 00:00:00 +0000 +0000,1,42,17.7167832167832168
2022-02-21 00:00:00 +0000 +0000,1,62,26.6188811188811189
2022-02-22 00:00:00 +0000 +0000,1,62,33.3892405063291139
2022-02-23 00:00:00 +0000 +0000,1,71,37.7222222222222222
2022-02-24 00:00:00 +0000 +0000,6,80,41.9513888888888889
2022-02-25 00:00:00 +0000 +0000,8,63,34.0069444444444444
2022-02-26 00:00:00 +0000 +0000,1,56,25.6736111111111111
2022-02-27 00:00:00 +0000 +0000,1,40,15.7304964539007092
2022-02-28 00:00:00 +0000 +0000,1,63,30.5644599303135889
2022-03-01 00:00:00 +0000 +0000,1,62,30.8263888888888889
2022-03-02 00:00:00 +0000 +0000,1,63,29.2587412587412587
2022-03-03 00:00:00 +0000 +0000,4,69,34.4861111111111111
2022-03-04 00:00:00 +0000 +0000,1,63,30.2430555555555556
2022-03-05 00:00:00 +0000 +0000,1,58,25.3437500000000000
2022-03-06 00:00:00 +0000 +0000,1,40,18.1719298245614035
2022-03-07 00:00:00 +0000 +0000,8,67,31.1076388888888889
2022-03-08 00:00:00 +0000 +0000,4,71,37.7916666666666667
2022-03-09 00:00:00 +0000 +0000,1,72,34.3750000000000000
2022-03-10 00:00:00 +0000 +0000,2,33,19.6006944444444444
2022-03-11 00:00:00 +0000 +0000,9,58,23.1354166666666667
2022-03-12 00:00:00 +0000 +0000,1,80,21.6041666666666667
2022-03-13 00:00:00 +0000 +0000,6,35,15.6562500000000000
2022-03-14 00:00:00 +0000 +0000,9,67,32.0520833333333333
2022-03-15 00:00:00 +0000 +0000,1,67,33.3506944444444444
2022-03-16 00:00:00 +0000 +0000,2,71,34.2187500000000000
2022-03-17 00:00:00 +0000 +0000,1,85,40.3645833333333333
2022-03-18 00:00:00 +0000 +0000,8,63,34.8819444444444444
2022-03-19 00:00:00 +0000 +0000,11,35,23.8159722222222222
2022-03-20 00:00:00 +0000 +0000,6,31,18.2777777777777778
2022-03-21 00:00:00 +0000 +0000,1,63,29.2291666666666667
2022-03-22 00:00:00 +0000 +0000,2,67,34.3888888888888889
2022-03-23 00:00:00 +0000 +0000,4,69,35.1840277777777778
2022-03-24 00:00:00 +0000 +0000,2,74,34.9375000000000000
2022-03-25 00:00:00 +0000 +0000,2,72,35.3832752613240418
2022-03-26 00:00:00 +0000 +0000,4,65,34.9477351916376307
2022-03-27 00:00:00 +0000 +0000,2,58,28.6527777777777778
2022-03-28 00:00:00 +0000 +0000,1,60,30.4444444444444444
2022-03-29 00:00:00 +0000 +0000,1,69,32.6145833333333333
2022-03-30 00:00:00 +0000 +0000,2,69,33.7062937062937063
2022-03-31 00:00:00 +0000 +0000,2,69,33.9825783972125436
2022-04-01 00:00:00 +0000 +0000,2,71,34.2097902097902098
2022-04-02 00:00:00 +0000 +0000,2,44,18.8722627737226277
2022-04-03 00:00:00 +0000 +0000,1,20,9.3049645390070922
2022-04-04 00:00:00 +0000 +0000,1,65,25.4818840579710145
2022-04-05 00:00:00 +0000 +0000,4,63,30.1541218637992832
2022-04-06 00:00:00 +0000 +0000,2,74,29.4782608695652174
2022-04-07 00:00:00 +0000 +0000,1,80,29.8098591549295775
2022-04-08 00:00:00 +0000 +0000,2,71,28.5425531914893617
2022-04-09 00:00:00 +0000 +0000,2,60,28.5096525096525097
2022-04-10 00:00:00 +0000 +0000,1,44,17.6666666666666667
2022-04-11 00:00:00 +0000 +0000,1,71,33.3251748251748252
2022-04-12 00:00:00 +0000 +0000,1,72,29.9508771929824561
2022-04-13 00:00:00 +0000 +0000,1,72,29.5520833333333333
2022-04-14 00:00:00 +0000 +0000,1,76,30.0174216027874564
2022-04-15 00:00:00 +0000 +0000,1,76,30.5034722222222222
2022-04-16 00:00:00 +0000 +0000,1,60,24.8819444444444444
2022-04-17 00:00:00 +0000 +0000,1,49,20.0243055555555556
2022-04-18 00:00:00 +0000 +0000,4,72,34.4548611111111111
2022-04-19 00:00:00 +0000 +0000,4,71,32.6319444444444444
2022-04-20 00:00:00 +0000 +0000,1,74,28.9157894736842105
2022-04-21 00:00:00 +0000 +0000,1,74,31.0874125874125874
2022-04-22 00:00:00 +0000 +0000,1,69,28.3797909407665505
2022-04-23 00:00:00 +0000 +0000,1,58,23.0590277777777778
2022-04-24 00:00:00 +0000 +0000,1,47,16.1114982578397213
2022-04-25 00:00:00 +0000 +0000,1,74,30.6666666666666667
2022-04-26 00:00:00 +0000 +0000,1,69,31.1719298245614035
2022-04-27 00:00:00 +0000 +0000,1,72,31.6759581881533101
2022-04-28 00:00:00 +0000 +0000,1,74,33.4965034965034965
2022-04-29 00:00:00 +0000 +0000,1,67,33.4773519163763066
2022-04-30 00:00:00 +0000 +0000,1,51,22.4513888888888889
2022-05-01 00:00:00 +0000 +0000,1,26,9.0138888888888889
2022-05-02 00:00:00 +0000 +0000,1,67,30.6597222222222222
2022-05-03 00:00:00 +0000 +0000,2,65,31.1875000000000000
2022-05-04 00:00:00 +0000 +0000,1,47,21.8391608391608392
